accession	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081478.1	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081478.1_vcrx091_093_1	Anti_CRISPR	vcrx091_093	Antidefense	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081478.1_187	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081478.1_192	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081478.1_187,GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081478.1_192	2	vcrx091,vcrx093
GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_16	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_16	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_16	1	ardk
GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_22	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_25	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_22,GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_25	2	aca1,acrie2
GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_23	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_25	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_23,GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_25	2	aca1,acrif3
GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_24	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_25	GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_24,GCA_019738995.2_ASM1973899v2_genomic_all_plasmids.part_CP081479.1_25	2	aca1,acrif5
GCA_019857265.1_ASM1985726v1_genomic_all_plasmids.part_CP064394.1	GCA_019857265.1_ASM1985726v1_genomic_all_plasmids.part_CP064394.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_019857265.1_ASM1985726v1_genomic_all_plasmids.part_CP064394.1_16	GCA_019857265.1_ASM1985726v1_genomic_all_plasmids.part_CP064394.1_18	GCA_019857265.1_ASM1985726v1_genomic_all_plasmids.part_CP064394.1_16,GCA_019857265.1_ASM1985726v1_genomic_all_plasmids.part_CP064394.1_18	2	aca1,acrif3
GCA_019857265.1_ASM1985726v1_genomic_all_plasmids.part_CP064394.1	GCA_019857265.1_ASM1985726v1_genomic_all_plasmids.part_CP064394.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_019857265.1_ASM1985726v1_genomic_all_plasmids.part_CP064394.1_17	GCA_019857265.1_ASM1985726v1_genomic_all_plasmids.part_CP064394.1_18	GCA_019857265.1_ASM1985726v1_genomic_all_plasmids.part_CP064394.1_17,GCA_019857265.1_ASM1985726v1_genomic_all_plasmids.part_CP064394.1_18	2	aca1,acrif5
GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_3	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_3	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_3	1	klca
GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_ardb_klca_acric11_5	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_20	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_20	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_20	1	klca
GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_39	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_41	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_39,GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_41	2	aca1,acrif3
GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_40	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_41	GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_40,GCA_019857285.1_ASM1985728v1_genomic_all_plasmids.part_CP064398.1_41	2	aca1,acrif5
GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_2	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_2	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_2	1	klca
GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_38	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_40	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_38,GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_40	2	aca1,acrif3
GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_38	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_40	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_38,GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_40	2	aca1,acrif3
GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_38	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_39	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_38,GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_39	2	aca1,acrif5
GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_38	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_39	GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_38,GCA_019857305.1_ASM1985730v1_genomic_all_plasmids.part_CP064396.1_39	2	aca1,acrif5
GCA_019857325.1_ASM1985732v1_genomic_all_plasmids.part_CP064400.1	GCA_019857325.1_ASM1985732v1_genomic_all_plasmids.part_CP064400.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857325.1_ASM1985732v1_genomic_all_plasmids.part_CP064400.1_3	GCA_019857325.1_ASM1985732v1_genomic_all_plasmids.part_CP064400.1_3	GCA_019857325.1_ASM1985732v1_genomic_all_plasmids.part_CP064400.1_3	1	klca
GCA_019857345.1_ASM1985734v1_genomic_all_plasmids.part_CP064402.1	GCA_019857345.1_ASM1985734v1_genomic_all_plasmids.part_CP064402.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857345.1_ASM1985734v1_genomic_all_plasmids.part_CP064402.1_2	GCA_019857345.1_ASM1985734v1_genomic_all_plasmids.part_CP064402.1_2	GCA_019857345.1_ASM1985734v1_genomic_all_plasmids.part_CP064402.1_2	1	klca
GCA_019857345.1_ASM1985734v1_genomic_all_plasmids.part_CP064402.1	GCA_019857345.1_ASM1985734v1_genomic_all_plasmids.part_CP064402.1_ardb_klca_acric11_2	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857345.1_ASM1985734v1_genomic_all_plasmids.part_CP064402.1_11	GCA_019857345.1_ASM1985734v1_genomic_all_plasmids.part_CP064402.1_11	GCA_019857345.1_ASM1985734v1_genomic_all_plasmids.part_CP064402.1_11	1	klca
GCA_019857365.1_ASM1985736v1_genomic_all_plasmids.part_CP064404.1	GCA_019857365.1_ASM1985736v1_genomic_all_plasmids.part_CP064404.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857365.1_ASM1985736v1_genomic_all_plasmids.part_CP064404.1_2	GCA_019857365.1_ASM1985736v1_genomic_all_plasmids.part_CP064404.1_2	GCA_019857365.1_ASM1985736v1_genomic_all_plasmids.part_CP064404.1_2	1	klca
GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_11	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_14	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_11,GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_14	2	aca1,acrie1
GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_12	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_14	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_12,GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_14	2	aca1,acrif3
GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_13	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_14	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_13,GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_14	2	aca1,acrif5
GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_22	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_22	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_22	1	ardk
GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_3	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_3	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_3	1	klca
GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_19	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_21	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_19,GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_21	2	aca1,acrif3
GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_20	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_21	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_20,GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077974.1_21	2	aca1,acrif5
GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077978.1	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077978.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077978.1_2	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077978.1_2	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077978.1_2	1	klca
GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_8	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_11	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_8,GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_11	2	aca1,acrie1
GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_9	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_11	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_9,GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_11	2	aca1,acrif3
GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_10	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_11	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_10,GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_11	2	aca1,acrif5
GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_21	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_21	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_21	1	ardk
GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_3	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_3	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_3	1	klca
GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_19	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_21	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_19,GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_21	2	aca1,acrif3
GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_20	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_21	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_20,GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_21	2	aca1,acrif5
GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_3	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_3	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_3	1	klca
GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_19	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_21	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_19,GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_21	2	aca1,acrif3
GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_20	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_21	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_20,GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_21	2	aca1,acrif5
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_11	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_14	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_11,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_14	2	aca1,acrie1
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_12	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_14	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_12,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_14	2	aca1,acrif3
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_13	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_14	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_13,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_14	2	aca1,acrif5
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_22	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_22	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_22	1	ardk
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_3	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_3	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_3	1	klca
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_19	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_21	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_19,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_21	2	aca1,acrif3
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_20	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_21	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_20,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_21	2	aca1,acrif5
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_3	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_3	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_3	1	klca
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_31	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_33	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_31,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_33	2	aca1,acrif3
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_31	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_33	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_31,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_33	2	aca1,acrif3
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_31	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_32	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_31,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_32	2	aca1,acrif5
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_31	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_32	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_31,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_32	2	aca1,acrif5
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_11	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_14	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_11,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_14	2	aca1,acrie1
